ResultNumber,Consent,Appeal,Trust,Usage,Likes,Dislikes,Reccomended,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,UserID,Start Date,Start Time,Finish Date,Finish Time,Average Time,Interface,Activity level,Agegroup,Children,Country,Deotype,DeoUser,Deofreq,Gender,Sweating,Benefit
963,1,5,4,4,I am the person who deal with lot of heat and I just can't tolerate heat not a single bit so it there's a product who can give us cooling effect I will freaking buy a whole bunch and I like that they are thinking about this product it will help many people.,Nothing,No they are already giving every thought in this product.,4,5,5,5,5,2,1,1,1,1,4,6,6,7,7,7553813,10-08-2020,09:55,10-08-2020,10:02,37.90909091,mobile,3+ times a week,18 - 24 years,I don’t have children under the age of 18,India,Pump spray,Yes,I use it multiple times a day,Female,Anxious sweater,It prevents / controls against odour
964,1,3,4,5,Its design,nothing,nothing,3,3,3,3,3,4,5,5,4,4,5,5,5,4,5,7764087,10-08-2020,09:55,10-08-2020,09:58,14.33333333,desktop,Less often,35 - 44 years,I don’t have children under the age of 18,India,Pump spray,No,I use it at least once a day,Male,Anxious sweater,It cares for my skin
965,1,4,4,5,all,na,no,5,4,5,4,5,5,4,5,4,4,6,7,7,6,7,7719266,10-08-2020,09:56,10-08-2020,10:02,31.08333333,desktop,Twice a week,25 - 34 years,One,India,Gel,Yes,I use it multiple times a day,Female,Anxious sweater,It prevents / controls against wetness
966,1,2,2,1,Not a lot. I don't want to be in a hot and sweaty situation,N/a,N/a,1,4,5,4,4,2,2,1,1,1,4,6,6,6,7,5333201,10-08-2020,09:56,10-08-2020,10:01,26.91666667,mobile,Less often,65 years +,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against odour
967,1,4,3,4,Interesting. :),n/a,please add fragrance.,4,4,5,4,4,5,4,4,3,4,5,4,6,6,5,8735929,10-08-2020,09:56,10-08-2020,10:00,22.08333333,desktop,Twice a week,25 - 34 years,One,Philippines,Roll-on,Yes,I use it at least once a day,Male,Heavy sweater,It cares for my skin
968,,,,,,,,,,,,,,,,,,,,,,,7763387,10-08-2020,09:56,,,,desktop,Few times a month,45 - 54 years,One,India,I don't use any,No,I rarely / never use deodorant,Male,Light sweater,I don't use any
969,1,5,5,5,I live in hot region where summer stays longer this kind of products I always look for,Nothing,None,4,5,4,5,5,1,1,1,1,1,6,7,6,6,7,7670972,10-08-2020,09:56,10-08-2020,09:59,14,mobile,3+ times a week,25 - 34 years,I don’t have any children,India,Aerosol Spray,Yes,I use it multiple times a day,Female,Heavy sweater,It prevents / controls against odour
970,1,4,4,4,It's a quite amazing and interesting product which has designed to gives relief from sweat and humidity.,I have not been tried it till now so can't give any conclusion.,None,3,4,5,5,4,1,1,1,1,1,7,6,6,6,7,7618835,10-08-2020,09:56,10-08-2020,10:02,28.25,mobile,3+ times a week,25 - 34 years,One,India,Aerosol Spray,Yes,I use it at least once a day,Female,Heavy sweater,It cares for my skin
971,1,5,4,1,That it will keep me cool and fresh throughout the day and prevent me from sweating.,There's nothing I dislike about this product.,I would add a nice fragrance to the product.,4,5,5,5,5,1,1,1,1,1,5,7,7,7,7,6917962,10-08-2020,09:56,10-08-2020,10:07,58.63636364,mobile,Twice a week,45 - 54 years,One,South Africa,Roll-on,No,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
972,1,4,4,4,Its an innovative product,There is nothing,n/a,5,4,4,5,3,4,5,5,3,4,6,5,7,6,6,5378018,10-08-2020,09:56,10-08-2020,10:04,37.66666667,desktop,3+ times a week,25 - 34 years,Two,US,Roll-on,Yes,I use it at least once a day,Female,Anxious sweater,Has a fragrance I like
973,1,3,3,3,Keeping me cool,n/a,n/a,3,3,3,4,4,3,3,3,1,1,3,5,4,6,6,6923601,10-08-2020,09:57,10-08-2020,10:04,36.5,mobile,Never,35 - 44 years,I don’t have any children,South Africa,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
974,1,5,4,4,Ok I do believe that this product could actually be possible because there are products out there tgattdmmt have a cooling effect already and I would love to have a deodorant that had that effect when activated by your bodys sweat I would buy it for sure you could be smellin good and stay cooler at lie same time very awesome,Just reading the conversation above I dont see that there is anything that I dont like about the product I cant wait to see if something like this were to come out and be on the shelves of stores,The only thing that maybe I would change is also make a body spray as well that would have the same cooling effect that would be awesome ,5,5,5,5,5,1,1,1,1,1,5,7,7,7,7,7639494,10-08-2020,09:57,10-08-2020,10:15,89.75,mobile,Few times a month,45 - 54 years,One,US,Stick,Yes,I use it at least once a day,Male,Light sweater,It prevents / controls against odour
975,1,5,5,5,Highly recommended,Great value,Best one,4,5,5,5,4,4,5,4,5,5,6,7,6,7,7,7671038,10-08-2020,09:57,,,,desktop,Twice a week,25 - 34 years,One,India,Pump spray,Yes,I use it multiple times a day,Female,Excessive sweater,It’s natural / contains natural ingredients
976,1,4,3,3,It seems like a very good idea but I would worry that it wouldn’t actually work but I would try it out ,I don’t dislike anything about the idea but I worry whether it would work ,Nothing ,3,4,4,5,5,3,2,1,1,1,3,6,6,7,7,5380854,10-08-2020,09:57,10-08-2020,10:03,27.33333333,mobile,Few times a month,45 - 54 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Anxious sweater,It prevents / controls against odour
977,1,5,4,4,I like the idea of feeling something cool me when I'm getting hot and sweaty and the fact that I wouldn't have to put on something it would automatically do it for me.,N/a,N/a,3,5,5,5,5,3,1,1,1,1,4,6,7,7,7,7618461,10-08-2020,09:58,10-08-2020,10:07,46,mobile,Twice a week,35 - 44 years,One,South Africa,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
978,1,5,5,5,exciting,none,none,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,6900397,10-08-2020,09:59,10-08-2020,10:01,8.833333333,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,UK,Stick,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
979,1,5,5,5,It is very crucial for those like me who need to travel amid a humid climate in the city. Sweating is a huge problem and this product seems promising in this respect.,N/A,N/A,2,5,3,5,5,3,4,2,1,1,7,4,5,7,7,7671039,10-08-2020,09:59,10-08-2020,10:05,30.16666667,mobile,3+ times a week,25 - 34 years,I don’t have any children,India,Aerosol Spray,Yes,I use it multiple times a day,Female,Anxious sweater,It prevents / controls against odour
980,1,5,5,5,Seems unique and different,Nothing,N/a,5,5,5,4,4,4,4,4,4,5,6,6,6,7,6,7015006,10-08-2020,09:59,10-08-2020,10:05,32.25,mobile,3+ times a week,45 - 54 years,Three,US,Cream,Yes,I use it multiple times a day,Male,Normal sweater,Has a fragrance I like
981,1,4,4,5,The cooling sensation.,n/a,n/a,4,4,4,5,5,1,2,3,1,1,3,2,5,2,7,8667132,10-08-2020,09:59,10-08-2020,10:14,82.45454545,mobile,Once a week,45 - 54 years,I don’t have any children,Philippines,Pump spray,No,I only use it on specific occasions,Male,Anxious sweater,Has a fragrance I like
982,,,,,,,,,,,,,,,,,,,,,,,5375032,10-08-2020,09:59,,,,mobile,Twice a week,35 - 44 years,Two,UK,Roll-on,Yes,I use it multiple times a day,Female,Heavy sweater,It prevents / controls against wetness
983,1,5,4,4,new product,none,no,5,4,5,5,5,1,1,1,1,1,7,7,7,7,7,7555384,10-08-2020,10:00,10-08-2020,10:03,18.5,desktop,3+ times a week,25 - 34 years,I don’t have any children,India,Aerosol Spray,Yes,I use it multiple times a day,Female,Anxious sweater,It prevents / controls against wetness
984,1,4,4,4,It is interesting that there is a product that releases cooling ingredients when activated by body temperature. ,n/a,n/a,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,8637737,10-08-2020,10:00,10-08-2020,10:05,24.25,mobile,Twice a week,25 - 34 years,I don’t have any children,Philippines,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It’s natural / contains natural ingredients
985,1,5,4,5,I like the cooling sensation the most.,N/A,N/A,5,5,1,5,5,3,1,1,1,1,5,7,2,7,7,8730889,10-08-2020,10:01,10-08-2020,10:12,54.08333333,desktop,,,,,,,,,,
986,1,5,5,5,Everything is special about it when it comes to the heat bringing something to the table being comfortable in this type of weather this time of year around,Love the idea,Want to change anything about it is fantastic,4,4,5,4,5,1,1,1,1,1,7,7,7,7,7,5387501,10-08-2020,10:01,10-08-2020,10:16,77.25,mobile,3+ times a week,35 - 44 years,Two,US,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against wetness
987,,,,,,,,,,,,,,,,,,,,,,,7561650,10-08-2020,10:01,,,,desktop,3+ times a week,25 - 34 years,Two,UK,Aerosol Spray,Yes,I use it multiple times a day,Male,Anxious sweater,It does not cause white marks / stains on skin or clothes
988,1,1,3,1,Nothing,Just don't like the idea,NO,2,4,4,3,4,1,3,1,1,1,1,4,4,4,5,7590188,10-08-2020,10:01,10-08-2020,10:05,20.83333333,desktop,3+ times a week,65 years +,I don’t have children under the age of 18,UK,I don't use any,No,I rarely / never use deodorant,Male,Non-sweater,I don't use any
989,1,5,5,4,"I naturally sweat a lot, so any product that helps with that is always very appealing to me. The most interesting part here is the product's ability to react based on my body temperature.",n/a,n/a,4,3,5,5,4,2,1,1,1,3,4,6,6,7,5,8665301,10-08-2020,10:02,10-08-2020,10:14,60.66666667,desktop,3+ times a week,25 - 34 years,One,Philippines,Roll-on,Yes,"I use it most days, but not every day",Male,Heavy sweater,It prevents / controls against wetness
990,,,,,,,,,,,,,,,,,,,,,,,7618341,10-08-2020,10:02,,,,mobile,3+ times a week,35 - 44 years,Three,South Africa,Aerosol Spray,Yes,"I use it most days, but not every day",Male,Normal sweater,Has a fragrance I like
991,1,5,3,5,A cooling sensation activated to keep cool,Not quite sure how it will work out and for how long,Nothing to change ,5,5,5,5,5,5,1,1,1,1,1,6,5,7,7,6906196,10-08-2020,10:02,10-08-2020,10:15,67.08333333,desktop,Once a week,25 - 34 years,I don’t have children under the age of 18,US,Stick,Yes,I use it multiple times a day,Female,Anxious sweater,It prevents / controls against odour
992,1,5,5,5,Great value,Highly recommended,Best one,5,5,5,4,5,5,4,5,5,4,,,,,,8595695,10-08-2020,10:02,,,,desktop,3+ times a week,35 - 44 years,Two,India,Pump spray,Yes,I use it multiple times a day,Female,Excessive sweater,It prevents / controls against odour
993,1,5,3,5,where it makes your deodorant last longer when it breaks down because of the hot climate,n/a,probably the name,3,4,4,5,5,4,1,1,1,1,1,7,6,6,7,5384826,10-08-2020,10:03,10-08-2020,10:09,34.08333333,desktop,Never,45 - 54 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Male,Normal sweater,Has a fragrance I like
994,1,5,5,5,Its creativity and natural appeal,None,N/A,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,7605453,10-08-2020,10:03,10-08-2020,10:06,19.16666667,mobile,Twice a week,25 - 34 years,I don’t have children under the age of 18,South Africa,Roll-on,Yes,I use it multiple times a day,Male,Normal sweater,It prevents / controls against odour
995,1,4,4,4,I like anything that will cool me down when out and about,Nothing,No ,5,5,5,5,5,2,1,1,1,1,5,5,6,6,6,6899686,10-08-2020,10:03,10-08-2020,10:06,14.41666667,desktop,Never,55 - 64 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
996,1,5,5,4,Gff gfd ffcb hsjn,N/a,Gfatd,5,5,5,5,5,4,3,5,4,4,6,7,7,5,6,6917572,10-08-2020,10:03,10-08-2020,10:06,13.58333333,mobile,Twice a week,25 - 34 years,Two,US,Aerosol Spray,Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against wetness
997,1,4,3,3,seems high yec and may be good on a long hot day,nothing,na,3,4,4,5,5,2,3,3,1,1,3,5,5,7,7,7619326,10-08-2020,10:03,10-08-2020,10:08,26.58333333,desktop,Twice a week,65 years +,One,Australia,Roll-on,Yes,I use it at least once a day,Male,Normal sweater,Has a fragrance I like
998,1,5,4,4,This product is suitable to  me as I sweat quickly when running or working out,n/a,n/a,3,5,4,4,5,5,3,2,3,4,3,6,6,6,5,5410846,10-08-2020,10:03,10-08-2020,10:17,69.58333333,desktop,Twice a week,65 years +,I don’t have children under the age of 18,Australia,Cream,Yes,"I use it most days, but not every day",Female,Normal sweater,It prevents / controls against odour
999,1,4,3,3,if it works it is a good idea,n/a,n/a,3,4,4,5,5,3,3,3,3,3,4,5,5,7,7,5367012,10-08-2020,10:03,10-08-2020,10:06,16.45454545,desktop,Never,55 - 64 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1000,1,4,3,4,Ideal for summer and after work outs,N/A,Unclear how it would be used. Is it incorporated in the deodorant or separate?,3,5,4,5,5,3,1,1,1,1,3,6,6,7,7,5362608,10-08-2020,10:04,10-08-2020,10:07,15.08333333,mobile,Twice a week,35 - 44 years,I don’t have any children,South Africa,Roll-on,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
1001,1,4,3,3,The product works on the body temperature of the wearer and not on outside climate.,n/a,n/a,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,7719277,10-08-2020,10:04,10-08-2020,10:21,95.27272727,desktop,3+ times a week,65 years +,One,India,Aerosol Spray,Yes,I use it at least once a day,Male,Light sweater,It prevents / controls against odour
1002,1,3,5,3,It higher in benefits and also have both balance in all conditions and situation of hot and cold.,N/A,N/A,5,4,4,5,5,2,3,2,1,3,5,6,4,4,6,7565208,10-08-2020,10:05,10-08-2020,10:11,32.58333333,mobile,3+ times a week,25 - 34 years,Four or more,South Africa,Stick,Yes,I use it multiple times a day,Male,Excessive sweater,It’s natural / contains natural ingredients
1003,1,2,1,2,It’s a good idea,I don’t really get how it would work,Explain how it works better,3,5,5,5,5,3,1,1,1,1,4,7,7,7,7,6898072,10-08-2020,10:05,10-08-2020,10:09,19.75,mobile,3+ times a week,35 - 44 years,Two,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against wetness
1004,1,5,5,5,on-demand cooling sensation,nothing,n/a,5,5,5,4,4,4,4,3,3,3,6,6,6,7,7,5336967,10-08-2020,10:05,10-08-2020,10:08,13.08333333,desktop,3+ times a week,55 - 64 years,I don’t have any children,Australia,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It cares for my skin
1005,1,5,4,5,Very new and different and a must have product for holidays and commuting in hot weather ,Nothing ,Ideally would be in a spray aerosol format for ease of use - and if it could be used through clothes then even better !,5,5,5,5,5,2,1,1,2,1,5,7,7,6,6,6879498,10-08-2020,10:06,10-08-2020,10:10,20.5,desktop,Never,55 - 64 years,I don’t have any children,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against odour
1006,1,4,3,2,"helps keep me fresh , no matter what",n/a,n/a,1,4,5,5,5,3,1,1,1,1,3,5,5,7,7,5361002,10-08-2020,10:06,10-08-2020,10:09,15.08333333,desktop,Twice a week,45 - 54 years,Two,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1007,1,5,5,5,I like that it will release cooling ingredients that is activated by your body temperature to help keep you fresh. ,There was nothing that I disliked about the product. ,N/A,4,4,4,5,5,2,2,2,1,1,4,7,4,7,7,5438456,10-08-2020,10:06,10-08-2020,10:17,58.81818182,desktop,3+ times a week,45 - 54 years,Two,US,Soft solid (clinical),Yes,I use it multiple times a day,Female,Anxious sweater,
1008,1,4,4,4,"If it works it sounds like a good idea as it reacts when you need it most, when you start sweating.",If it's only a sensation it may be not a product worth buying.,Ice cube encaps  doesn't fit the product to me.  Ice cool feeling sounds better.,5,5,5,5,5,2,1,1,1,1,5,7,7,7,7,7590100,10-08-2020,10:06,10-08-2020,11:23,381.4166667,desktop,Twice a week,55 - 64 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,"I use it most days, but not every day",Male,Normal sweater,It does not cause white marks / stains on skin or clothes
1009,1,4,4,3,on demand action,n/a,n/a,3,4,4,4,4,2,5,5,5,5,5,5,5,6,6,5454008,10-08-2020,10:07,10-08-2020,10:12,22.08333333,desktop,Less often,65 years +,I don’t have children under the age of 18,Australia,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1010,1,4,4,5,The product releases cooling sensation. This is very much required during humid and hot conditions. ,Nothing to dislike.,n/a,1,3,4,5,4,2,1,1,1,1,2,7,6,7,6,7555220,10-08-2020,10:07,10-08-2020,10:42,171.1666667,desktop,3+ times a week,35 - 44 years,Two,India,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1011,1,4,4,4,,,,,,,,,,,,,,,,,,,6898848,10-08-2020,10:08,,,,mobile,Twice a week,35 - 44 years,One,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,Has a fragrance I like
